naibbe_max,naibbe_min,voyb_max,voyb_min
qopear,qpear,chkal,Skal
solchey,solSey,chckhy,SXy
dy,dy,saiin,saM
lchedy,lSedy,ar,ar
olkeedy,olkEdy,lchal,lSal
chckhdar,SXdar,she,Ze
chol,Sol,otain,otaN
oteedy,otEdy,tair,taT
pody,pody,shedy,Zedy
leedain,lEdaN,qochdaiin,qSdaM
ykchary,ykSary,okain,okaN
sheeos,ZEos,sheey,ZEy
qokedy,qkedy,kaiin,kaM
qokeey,qkEy,shey,Zey
soraiin,soraM,otain,otaN
okchy,okSy,alkain,alkaN
shckheear,ZXEar,o,o
otr,otr,l,l
qokeo,qkeo,r,r
qokeey,qkEy,ol,ol
olshom,olZom,dain,daN
okain,okaN,qokaiin,qkaM
olkeey,olkEy,cheal,Seal
okedo,okedo,tain,taN
otain,otaN,qokain,qkaN
solaiin,solaM,shey,Zey
qoty,qty,qokain,qkaN
rdaiin,rdaM,char,Sar
dar,dar,shcthey,ZQey
opchaiin,opSaM,qoky,qky
aiiinoiiin,a3o3,chy,Sy
sheedy,ZEdy,qokaiin,qkaM
lchedy,lSedy,shain,ZaN
ol,ol,qokal,qkal
ypcheody,ypSeody,shar,Zar
chckhdo,SXdo,qoteal,qteal
ytok,ytok,qotain,qtaN
lshaiin,lZaM,chedy,Sedy
lsheeam,lZEam,qotain,qtaN
qokal,qkal,shcthy,ZQy
cheol,Seol,qokshedy,qkZedy
kcholy,kSoly,qotain,qtaN
qokedy,qkedy,ar,ar
qotsheor,qtZeor,sair,saT
ssheey,sZEy,air,aT
ysheol,yZeol,ain,aN
eseal,eseal,qol,ql
lsheear,lZEar,rar,rar
osaiin,osaM,ain,aN
qoaiin,qaM,cheey,SEy
qokal,qkal,lkeey,lkEy
ykair,ykaT,lkain,lkaN
dar,dar,cheokain,SeokaN
qokdy,qkdy,sheo,Zeo
ctheor,Qeor,qo,q
dyteain,dyteaN,qokain,qkaN
qol,ql,chear,Sear
ar,ar,alam,alam
olcham,olSam,saiin,saM
ofee,ofE,ychear,ySear
chdy,Sdy,olsheey,olZEy
daiin,daM,chetain,SetaN
qokaiin,qkaM,chedy,Sedy
chckhy,SXy,qokain,qkaN
tar,tar,okain,okaN
okiin,okM,al,al
qokain,qkaN,chan,San
riin,rM,okal,okal
pain,paN,chey,Sey
sshedy,sZedy,lkeeey,lkEey
opchdar,opSdar,qokaiin,qkaM
tcheey,tSEy,sheckhy,ZeXy
okar,okar,qokar,qkar
lkod,lkod,chalkain,SalkaN
dy,dy,chckhedy,SXedy
qotchy,qtSy,lcheol,lSeol
qokain,qkaN,okaiin,okaM
cthor,Qor,qokain,qkaN
qokeedy,qkEdy,cheol,Seol
opeedar,opEdar,daiin,daM
cheey,SEy,lom,lom
qokedy,qkedy,cheodain,SeodaN
lyeam,lyeam,qokar,qkar
lsheedy,lZEdy,otain,otaN
dar,dar,chedy,Sedy
kchees,kSEs,lkain,lkaN
shey,Zey,chey,Sey
or,or,shckhy,ZXy
dar,dar,qokl,qkl
qoky,qky,chedy,Sedy
yshed,yZed,qokar,qkar
cham,Sam,chctham,SQam
chckhy,SXy,tair,taT
okeedy,okEdy,alchedar,alSedar
olaiin,olaM,shykaiin,ZykaM
qoteey,qtEy,chdy,Sdy
sheedy,ZEdy,polanar,polanar
olyees,olyEs,okshey,okZey
lses,lses,qokain,qkaN
kedaiiin,keda3,chey,Sey
paiin,paM,kal,kal
ar,ar,keedy,kEdy
lkeody,lkeody,qopchedy,qpSedy
qotal,qtal,qopchey,qpSey
daedy,daedy,ltchs,ltSs
ytchom,ytSom,alpchdar,alpSdar
otchedy,otSedy,ol,ol
qokeey,qkEy,sheey,ZEy
ytes,ytes,tsheey,tZEy
qotaiin,qtaM,olkar,olkar
ar,ar,sheey,ZEy
oky,oky,otain,otaN
qokal,qkal,ches,Ses
shaiir,ZaU,shy,Zy
shey,Zey,qokl,qkl
cheedy,SEdy,chey,Sey
keos,keos,qokl,qkl
tey,tey,cheor,Seor
ytchols,ytSols,ldar,ldar
otair,otaT,llo,llo
okeeey,okEey,qorchain,qrSaN
sheedy,ZEdy,okain,okaN
qotal,qtal,chear,Sear
odaiin,odaM,lkain,lkaN
al,al,polkiin,polkM
qoky,qky,cheopaiin,SeopaM
qokod,qkod,otain,otaN
daiin,daM,shedy,Zedy
chal,Sal,pchedy,pSedy
qokaiin,qkaM,opcheedy,opSEdy
shedy,Zedy,qokain,qkaN
sheedar,ZEdar,chcfhey,SYey
lor,lor,otchey,otSey
okcham,okSam,lldy,lldy
otain,otaN,shokar,Zokar
aiin,aM,okeokain,okeokaN
qoteey,qtEy,sheekain,ZEkaN
saleed,salEd,qokain,qkaN
dchdaly,dSdaly,chechey,SeSey
olcheain,olSeaN,qokeey,qkEy
ychar,ySar,qetain,qetaN
ofeal,ofeal,otain,otaN
dar,dar,ar,ar
oeor,oeor,lkain,lkaN
qokeey,qkEy,lky,lky
qokaiin,qkaM,pochey,poSey
aleees,alEes,oteain,oteaN
okaiin,okaM,chekain,SekaN
okeey,okEy,cheal,Seal
qokedy,qkedy,lain,laN
lkaiin,lkaM,chey,Sey
ckham,Xam,qokain,qkaN
dar,dar,chey,Sey
qokar,qkar,lkain,lkaN
chedo,Sedo,chal,Sal
otain,otaN,ldy,ldy
sain,saN,llm,llm
lss,lss,tar,tar
cheed,SEd,chey,Sey
sheeey,ZEey,tain,taN
qotchey,qtSey,chkar,Skar
dshody,dZody,alkar,alkar
shedy,Zedy,chey,Sey
aiireol,aUeol,qol,ql
dar,dar,chedy,Sedy
ykary,ykary,okain,okaN
qoody,qody,chey,Sey
lked,lked,lcheey,lSEy
dchedam,dSedam,char,Sar
tear,tear,an,an
dareo,dareo,ysheal,yZeal
scheeey,sSEey,qoair,qaT
shedy,Zedy,ain,aN
lkos,lkos,okan,okan
qokedy,qkedy,sheainy,ZeaNy
qokar,qkar,qokan,qkan
ol,ol,chan,San
ltedain,ltedaN,aman,aman
opcho,opSo,cheal,Seal
qokain,qkaN,char,Sar
otar,otar,polar,polar
oshair,oZaT,okar,okar
qokchy,qkSy,teody,teody
shey,Zey,qokain,qkaN
sheedy,ZEdy,talol,talol
qokaiin,qkaM,tarol,tarol
eseal,eseal,opchedy,opSedy
or,or,qotar,qtar
ltl,ltl,otar,otar
lkey,lkey,chtal,Stal
qokeey,qkEy,sam,sam
qoteey,qtEy,oain,oaN
ain,aN,okaiin,okaM
olkeey,olkEy,chcthy,SQy
chees,SEs,lkain,lkaN
shedy,Zedy,lchey,lSey
ol,ol,lshekain,lZekaN
shctheaiin,ZQeaM,qotal,qtal
odydor,odydor,shedy,Zedy
qotd,qtd,chkeey,SkEy
okeeo,okEo,lkeeed,lkEed
daleal,daleal,lkain,lkaN
yshaiin,yZaM,y,y
qokeey,qkEy,shain,ZaN
orain,oraN,okaiin,okaM
qokedy,qkedy,chey,Sey
kchedam,kSedam,qokar,qkar
qoky,qky,ar,ar
qoky,qky,ar,ar
shey,Zey,ain,aN
cheedy,SEdy,olr,olr
reeey,rEey,ar,ar
shy,Zy,olor,olor
kor,kor,polchey,polSey
areedy,arEdy,lkarshar,lkarZar
ol,ol,okain,okaN
otshed,otZed,qokain,qkaN
qokaiir,qkaU,shalkl,Zalkl
y,y,dy,dy
ysheod,yZeod,tor,tor
okdaly,okdaly,chey,Sey
qoteedain,qtEdaN,keedy,kEdy
soldal,soldal,lteedy,ltEdy
olkal,olkal,raldl,raldl
chery,Sery,ycheey,ySEy
chckhal,SXal,oaiin,oaM
ool,ool,checkhey,SeXey
sheol,Zeol,otain,otaN
cphdar,Wdar,qotl,qtl
osedy,osedy,chear,Sear
qokeedy,qkEdy,chedy,Sedy
lseeos,lsEos,qokeey,qkEy
kar,kar,okeedy,okEdy
sheey,ZEy,lkeey,lkEy
ycheain,ySeaN,dsheey,dZEy
cpheey,WEy,qokal,qkal
okeedy,okEdy,chedy,Sedy
chal,Sal,chcthy,SQy
ain,aN,qokain,qkaN
daiin,daM,chedy,Sedy
lkain,lkaN,lkeey,lkEy
qol,ql,shey,Zey
areey,arEy,qokain,qkaN
qokeedy,qkEdy,chedy,Sedy
dain,daN,lchdy,lSdy
solkody,solkody,ykeeey,ykEey
keees,kEes,lkain,lkaN
qokedy,qkedy,chckhy,SXy
qokchdy,qkSdy,chokain,SokaN
qotain,qtaN,chckhal,SXal
oriin,orM,sheckhedy,ZeXedy
opaiin,opaM,qokeey,qkEy
lshos,lZos,qokeedy,qkEdy
opoiin,opoM,lchsl,lSsl
qokaiin,qkaM,oteey,otEy
qokal,qkal,lchedy,lSedy
qotdal,qtdal,teeedy,tEedy
shes,Zes,lkeey,lkEy
qotl,qtl,oteedy,otEdy
ykedaiiin,ykeda3,okedy,okedy
sheedy,ZEdy,chedy,Sedy
shey,Zey,qokeey,qkEy
qolkas,qlkas,checthy,SeQy
chckhy,SXy,qotal,qtal
okedy,okedy,cheeo,SEo
olkain,olkaN,lkeeo,lkEo
otar,otar,chear,Sear
olkeedy,olkEdy,qokeain,qkeaN
rory,rory,okeeor,okEor
olkain,olkaN,cheedy,SEdy
qopchiin,qpSM,okain,okaN
otedy,otedy,chedy,Sedy
qokeedy,qkEdy,chedy,Sedy
okedy,okedy,teedy,tEdy
opody,opody,lcheam,lSeam
eseey,esEy,ycheo,ySeo
chedy,Sedy,daiin,daM
sareeol,sarEol,sheeky,ZEky
saiin,saM,chokeal,Sokeal
qokchy,qkSy,sheekar,ZEkar
y,y,okaiin,okaM
opchdal,opSdal,otain,otaN
oreeey,orEey,chear,Sear
shedy,Zedy,alo,alo
sarod,sarod,laiin,laM
chckhey,SXey,chotam,Sotam
okaly,okaly,dain,daN
qokar,qkar,teeodain,tEodaN
opar,opar,cheeal,SEal
ar,ar,olaiin,olaM
ksheeey,kZEey,or,or
olkedol,olkedol,pol,pol
olkody,olkody,laiin,laM
kchor,kSor,okain,okaN
olyeal,olyeal,sheal,Zeal
qokchdy,qkSdy,pchedain,pSedaN
otedy,otedy,opchey,opSey
daryeo,daryeo,polshy,polZy
ar,ar,okshey,okZey
otol,otol,opchedy,opSedy
olkaly,olkaly,qopchais,qpSais
qoteedy,qtEdy,alky,alky
okaiin,okaM,sol,sol
cheol,Seol,chey,Sey
sedor,sedor,lkeey,lkEy
oleedy,olEdy,rolkeey,rolkEy
rok,rok,chckhy,SXy
lchedy,lSedy,okeeey,okEey
dam,dam,lchedy,lSedy
chckhy,SXy,lkeain,lkeaN
yshdy,yZdy,checthy,SeQy
lkear,lkear,qotain,qtaN
qokedy,qkedy,aly,aly
par,par,sain,saN
cheey,SEy,cheey,SEy
dar,dar,qokeey,qkEy
qokar,qkar,chey,Sey
eseey,esEy,tain,taN
ytedy,ytedy,olain,olaN
tshol,tZol,okeeedy,okEedy
otchdaiin,otSdaM,chekain,SekaN
okain,okaN,chckhey,SXey
oreeeo,orEeo,lchar,lSar
aiin,aM,psalar,psalar
tsheol,tZeol,cheey,SEy
qokaiin,qkaM,qekal,qekal
okain,okaN,cheykaiin,SeykaM
olkeedy,olkEdy,tain,taN
daiin,daM,chal,Sal
olm,olm,al,al
araly,araly,skaiin,skaM
ypcheor,ypSeor,akchedy,akSedy
shol,Zol,opchdal,opSdal
qokol,qkol,opchy,opSy
otain,otaN,sory,sory
ykeeody,ykEody,cheey,SEy
cheedar,SEdar,chkain,SkaN
olkar,olkar,chal,Sal
olchod,olSod,lor,lor
aiin,aM,sheey,ZEy
tedy,tedy,qokain,qkaN
qoeeeos,qEeos,okain,okaN
dchdal,dSdal,chey,Sey
qopchom,qpSom,qokain,qkaN
dar,dar,okeey,okEy
opchor,opSor,shaiin,ZaM
qokaiin,qkaM,qoiiin,q3
shody,Zody,okain,okaN
okeed,okEd,chey,Sey
qokeey,qkEy,qokeeey,qkEey
dar,dar,okain,okaN
chckhey,SXey,chees,SEs
shey,Zey,ar,ar
qokeey,qkEy,ol,ol
qokaiin,qkaM,loeees,loEes
keain,keaN,otain,otaN
qokchy,qkSy,or,or
qokain,qkaN,sain,saN
chckhy,SXy,cheal,Seal
qokar,qkar,chckhy,SXy
fcheeo,fSEo,okain,okaN
chedy,Sedy,okalaiin,okalaM
okeedy,okEdy,choty,Soty
sshor,sZor,chckhy,SXy
qoky,qky,folchey,folSey
qopchaim,qpSaK,qokeey,qkEy
chcphdam,SWdam,ykair,ykaT
raiin,raM,xar,xar
qoees,qEs,ally,ally
olchy,olSy,oteedal,otEdal
dar,dar,or,or
dy,dy,aiin,aM
yty,yty,chcphy,SWy
oteeor,otEor,saiin,saM
or,or,oar,oar
dleo,dleo,qolkaiin,qlkaM
ar,ar,otail,otaG
chckhy,SXy,ol,ol
okaiin,okaM,olaiin,olaM
okain,okaN,chol,Sol
okchdy,okSdy,otar,otar
qokedy,qkedy,or,or
qopchedy,qpSedy,chedar,Sedar
shol,Zol,cheey,SEy
chey,Sey,oteedy,otEdy
aiin,aM,oteedy,otEdy
sshain,sZaN,otaiin,otaM
sheey,ZEy,oty,oty
lshy,lZy,odys,odys
ychaiin,ySaM,qokeedy,qkEdy
aiiing,a3g,chokain,SokaN
qokeedy,qkEdy,otain,otaN
ol,ol,otar,otar
dar,dar,chedy,Sedy
qofchdy,qfSdy,taim,taK
qoteey,qtEy,oram,oram
dy,dy,otair,otaT
aiin,aM,okody,okody
leor,leor,otody,otody
dair,daT,otal,otal
shey,Zey,okeeey,okEey
doreey,dorEy,otar,otar
qokeey,qkEy,am,am
qotshaiin,qtZaM,oain,oaN
orchdy,orSdy,oy,oy
qokchy,qkSy,chedal,Sedal
saiin,saM,oteedy,otEdy
lsal,lsal,okeey,okEy
lkal,lkal,qokeedy,qkEdy
otain,otaN,olkeedy,olkEdy
ochedair,oSedaT,oteey,otEy
cho,So,oram,oram
qokeey,qkEy,taiin,taM
qoteey,qtEy,olkeedy,olkEdy
salody,salody,qoteo,qteo
ykes,ykes,loeey,loEy
olsheed,olZEd,keey,kEy
qokeedy,qkEdy,qokeey,qkEy
shedy,Zedy,oteedy,otEdy
cheol,Seol,ram,ram
osg,osg,sairor,saTor
fchedol,fSedol,eteedy,etEdy
shr,Zr,chol,Sol
qokain,qkaN,qotchedy,qtSedy
pchedy,pSedy,dody,dody
qotal,qtal,qokeeey,qkEey
oches,oSes,dair,daT
peeeody,pEeody,ag,ag
kedaiin,kedaM,saiin,saM
ckheear,XEar,ol,ol
shal,Zal,okeey,okEy
aiin,aM,qokeey,qkEy
ctheor,Qeor,o,o
qokain,qkaN,chedy,Sedy
shcthy,ZQy,teedy,tEdy
lchedy,lSedy,qokchy,qkSy
daiin,daM,qokary,qkary
pain,paN,dair,daT
or,or,al,al
qokaiin,qkaM,chedy,Sedy
qokol,qkol,qodain,qdaN
okain,okaN,dam,dam
olol,olol,tchedy,tSedy
ypchol,ypSol,qoteey,qtEy
qokey,qkey,qeol,qeol
shedy,Zedy,qokeey,qkEy
lkar,lkar,otey,otey
saleeal,salEal,qokeey,qkEy
shedy,Zedy,qokedy,qkedy
olkeey,olkEy,chotyr,Sotyr
qoky,qky,dchedy,dSedy
reoly,reoly,qo,q
oteedaiin,otEdaM,otchedy,otSedy
am,am,chdy,Sdy
chctho,SQo,qokeey,qkEy
shcthdy,ZQdy,qotain,qtaN
ockhedy,oXedy,oteedy,otEdy
lchol,lSol,oteey,otEy
cthedy,Qedy,ror,ror
olkeedy,olkEdy,sor,sor
qokeedy,qkEdy,aiin,aM
qotedy,qtedy,chdy,Sdy
sain,saN,ches,Ses
oldaiiin,olda3,qokeey,qkEy
saiin,saM,okeey,okEy
olchedor,olSedor,otaiin,otaM
oleed,olEd,chcthy,SQy
lkaiin,lkaM,oteey,otEy
chedy,Sedy,dy,dy
dy,dy,soar,soar
qokeey,qkEy,ar,ar
lchedy,lSedy,al,al
sordor,sordor,chey,Sey
cheeeody,SEeody,otaiin,otaM
raiin,raM,okeedy,okEdy
ytedar,ytedar,qokeey,qkEy
ol,ol,poar,poar
olkeedy,olkEdy,alchor,alSor
odey,odey,octhy,oQy
dches,dSes,otedy,otedy
dar,dar,qokeedy,qkEdy
ysheey,yZEy,okedy,okedy
qedaiiin,qeda3,pchedy,pSedy
pdar,pdar,opomdy,opomdy
ssheor,sZeor,solol,solol
dyteod,dyteod,shedy,Zedy
chedy,Sedy,shol,Zol
daiin,daM,qokeey,qkEy
lkan,lkan,qokeeey,qkEey
pedar,pedar,qokedain,qkedaN
dar,dar,otain,otaN
td,td,or,or
cheoly,Seoly,amchd,amSd
sheear,ZEar,qoeeean,qEean
qotey,qtey,she,Ze
air,aT,olkeear,olkEar
ypchaiin,ypSaM,cheey,SEy
shcthl,ZQl,qor,qr
ol,ol,cheo,Seo
chey,Sey,ral,ral
chdy,Sdy,cheey,SEy
qokar,qkar,qokey,qkey
sardy,sardy,teey,tEy
qopdy,qpdy,am,am
cheedy,SEdy,saiin,saM
lshedain,lZedaN,al,al
tshaly,tZaly,key,key
chey,Sey,chey,Sey
qokain,qkaN,dalchd,dalSd
aiiino,a3o,aiin,aM
olyey,olyey,okal,okal
chol,Sol,chody,Sody
chey,Sey,chedy,Sedy
qokain,qkaN,cham,Sam
saiin,saM,polchdy,polSdy
chedy,Sedy,ol,ol
ol,ol,otaly,otaly
sheey,ZEy,saiin,saM
qol,ql,sheky,Zeky
qokar,qkar,qeey,qEy
shckhaly,ZXaly,qokey,qkey
orcheal,orSeal,qokeey,qkEy
sain,saN,qoko,qko
qotar,qtar,am,am
opdaiin,opdaM,qoaiin,qaM
otedy,otedy,or,or
doleo,doleo,aiin,aM
ytchsaiin,ytSsaM,cheol,Seol
oteedy,otEdy,keody,keody
or,or,qol,ql
okaiin,okaM,keol,keol
otedy,otedy,okeeey,okEey
lkeeo,lkEo,dal,dal
kedain,kedaN,aiin,aM
qokain,qkaN,ody,ody
qokar,qkar,solkeedy,solkEdy
char,Sar,raiin,raM
qokear,qkear,chcthey,SQey
qokm,qkm,okeedy,okEdy
oain,oaN,qoteedy,qtEdy
ain,aN,qeey,qEy
ol,ol,rair,raT
opchdy,opSdy,ol,ol
qokar,qkar,sy,sy
or,or,daichy,daiSy
saiin,saM,lchedy,lSedy
ykeed,ykEd,qairal,qaTal
dar,dar,qoain,qaN
keeol,kEol,qoiin,qM
qoteey,qtEy,olcheedy,olSEdy
okain,okaN,dairiy,daTiy
dal,dal,teedy,tEdy
lsas,lsas,qopol,qpol
olkeedy,olkEdy,chdy,Sdy
aiin,aM,oteor,oteor
dalyol,dalyol,octhdy,oQdy
dain,daN,otychey,otySey
areey,arEy,cheeteey,SEtEy
olkeey,olkEy,qoteeey,qtEey
cphedol,Wedol,lkeey,lkEy
shedy,Zedy,okeedy,okEdy
qokeedy,qkEdy,key,key
char,Sar,lkedy,lkedy
dleey,dlEy,qokedy,qkedy
am,am,otedy,otedy
ofeeol,ofEol,otedy,otedy
lchedy,lSedy,lo,lo
lkeol,lkeol,tedain,tedaN
qotchy,qtSy,shedy,Zedy
kal,kal,ochor,oSor
chckham,SXam,okchd,okSd
oledo,oledo,ykedy,ykedy
dchedy,dSedy,kedy,kedy
sheey,ZEy,chor,Sor
kedaiin,kedaM,aiin,aM
olkain,olkaN,cheety,SEty
tdar,tdar,chcthy,SQy
qokom,qkom,okey,okey
otdaiin,otdaM,tockhy,toXy
cheey,SEy,chedy,Sedy
qotedy,qtedy,chedam,Sedam
okeey,okEy,pcholkeedy,pSolkEdy
chckhdaiin,SXdaM,okchoiiin,okSo3
aryor,aryor,aky,aky
olkeedy,olkEdy,opchedy,opSedy
otdor,otdor,kolfchdy,kolfSdy
otchey,otSey,opchedy,opSedy
chedy,Sedy,lky,lky
tam,tam,shty,Zty
shedy,Zedy,ysheedy,yZEdy
olkal,olkal,sheokeedy,ZeokEdy
qokedy,qkedy,qokeedy,qkEdy
qokeol,qkeol,qokain,qkaN
qokeey,qkEy,oteedy,otEdy
rdain,rdaN,chckhy,SXy
daiin,daM,ytchedy,ytSedy
olsheeol,olZEol,sharam,Zaram
aiiiniiin,a33,sar,sar
chckhy,SXy,aiin,aM
tdar,tdar,olshedy,olZedy
ol,ol,chokeey,SokEy
ctham,Qam,sal,sal
dar,dar,okaiin,okaM
oteedy,otEdy,oteey,otEy
daiin,daM,qokeey,qkEy
chckhary,SXary,olor,olor
kshear,kZear,al,al
lkain,lkaN,chealy,Sealy
okar,okar,tar,tar
alch,alS,ar,ar
keeal,kEal,cheokey,Seokey
oldo,oldo,okeody,okeody
qol,ql,chol,Sol
otchy,otSy,ol,ol
salo,salo,chedy,Sedy
ykchdy,ykSdy,qokedy,qkedy
lkaiin,lkaM,cheom,Seom
qotar,qtar,poir,poT
daleeol,dalEol,al,al
okshiir,okZU,keolor,keolor
chd,Sd,okaiin,okaM
chedy,Sedy,otain,otaN
tchaiin,tSaM,oteey,otEy
qoery,qery,lchedy,lSedy
oiindy,oMdy,okeeor,okEor
qoteey,qtEy,oteor,oteor
qokedy,qkedy,karainy,karaNy
dal,dal,sor,sor
qokedy,qkedy,ar,ar
pchaiin,pSaM,al,al
ctheor,Qeor,ar,ar
yteam,yteam,s,s
y,y,alkeear,alkEar
qokchdy,qkSdy,alshedy,alZedy
ol,ol,okeechy,okESy
kchor,kSor,qoiiin,q3
kcheedar,kSEdar,oteey,otEy
qotain,qtaN,ched,Sed
saiin,saM,al,al
pcheo,pSeo,am,am
okar,okar,sarol,sarol
all,all,okcheey,okSEy
aiin,aM,cphedy,Wedy
saiin,saM,shckhhy,ZXhy
chdy,Sdy,okeeor,okEor
qokeey,qkEy,chedy,Sedy
daldy,daldy,shdal,Zdal
okeey,okEy,pairar,paTar
qokair,qkaT,lshdar,lZdar
opchom,opSom,okechedy,okeSedy
qeody,qeody,qokar,qkar
otal,otal,aram,aram
chol,Sol,qotedy,qtedy
lchear,lSear,araiin,araM
lkeol,lkeol,qokchdy,qkSdy
olkol,olkol,opary,opary
sheedy,ZEdy,sain,saN
qoteeed,qtEed,olaiin,olaM
qokain,qkaN,qopchdy,qpSdy
lkeeos,lkEos,qoky,qky
cheol,Seol,okeal,okeal
seeam,sEam,chedy,Sedy
qopair,qpaT,okeey,okEy
chedy,Sedy,otedy,otedy
tshdy,tZdy,ar,ar
oteey,otEy,ar,ar
dalo,dalo,okeedy,okEdy
chey,Sey,sain,saN
qokdal,qkdal,ol,ol
dshod,dZod,checkhy,SeXy
opchas,opSas,olchain,olSaN
qoteedy,qtEdy,okeey,okEy
aiin,aM,olam,olam
otey,otey,pom,pom
ychd,ySd,okaiin,okaM
lchdy,lSdy,olkedy,olkedy
qokedy,qkedy,okedy,okedy
soleol,soleol,okeey,okEy
olkol,olkol,okeedy,okEdy
otm,otm,keedas,kEdas
qokchey,qkSey,otear,otear
lkches,lkSes,shkeor,Zkeor
kaly,kaly,qoky,qky
dar,dar,sar,sar
lkeo,lkeo,ain,aN
dal,dal,olkeear,olkEar
okaiin,okaM,okeody,okeody
kdaly,kdaly,qokeeiin,qkEM
kaiir,kaU,oteedy,otEdy
chedal,Sedal,qokey,qkey
qokchy,qkSy,okal,okal
cthaiin,QaM,okedy,okedy
okchar,okSar,palkeedy,palkEdy
pary,pary,qopal,qpal
okeedy,okEdy,otedy,otedy
keo,keo,opal,opal
ytchiin,ytSM,aiin,aM
okain,okaN,okaiiin,oka3
chl,Sl,sheody,Zeody
tey,tey,yteokar,yteokar
qokey,qkey,ogom,ogom
kaim,kaK,sain,saN
qopchain,qpSaN,okal,okal
otaiin,otaM,lkeedy,lkEdy
qotchy,qtSy,okar,okar
qokeedy,qkEdy,okchedy,okSedy
chol,Sol,qokal,qkal
shckhy,ZXy,keedy,kEdy
otedy,otedy,chkey,Skey
qokal,qkal,oto,oto
shedy,Zedy,aral,aral
lkchs,lkSs,yshesy,yZesy
daryeeol,daryEol,alain,alaN
qol,ql,cheey,SEy
otar,otar,okchey,okSey
okchedy,okSedy,qokchy,qkSy
al,al,okchaiin,okSaM
ley,ley,okeeos,okEos
qoteedy,qtEdy,okchy,okSy
fchedal,fSedal,ory,ory
shaiir,ZaU,polar,polar
okain,okaN,shedy,Zedy
cthaim,QaK,qokaiin,qkaM
dy,dy,y,y
chdy,Sdy,okeedy,okEdy
oty,oty,qotal,qtal
qokshey,qkZey,chody,Sody
saiin,saM,oteody,oteody
ypchaiin,ypSaM,oraryteop,oraryteop
qokear,qkear,yteeo,ytEo
solkiin,solkM,raiin,raM
sheedy,ZEdy,okar,okar
qoeod,qeod,opor,opor
aiin,aM,aiin,aM
sdy,sdy,ycheedy,ySEdy
kchedy,kSedy,qeedar,qEdar
sheols,Zeols,yteeey,ytEey
cthaly,Qaly,sheor,Zeor
opcheeody,opSEody,oteeg,otEg
ar,ar,sar,sar
chckhey,SXey,ain,aN
shedy,Zedy,qokaekeeey,qkaekEey
lky,lky,yk,yk
shedy,Zedy,okaeechey,okaESey
dal,dal,okeeedy,okEedy
dyteey,dytEy,alair,alaT
shedy,Zedy,okcheey,okSEy
arody,arody,ar,ar
or,or,arody,arody
orail,oraG,yar,yar
olkain,olkaN,aiin,aM
olkal,olkal,okeeey,okEey
chdy,Sdy,teey,tEy
oro,oro,shkar,Zkar
ypchdy,ypSdy,oteeedy,otEedy
ydar,ydar,qokeey,qkEy
kshal,kZal,okeey,okEy
ar,ar,okary,okary
cphdal,Wdal,oin,oN
opchees,opSEs,yky,yky
shal,Zal,keeoal,kEoal
okdaiin,okdaM,chool,Sool
qokeedy,qkEdy,opal,opal
ar,ar,otalair,otalaT
orchedair,orSedaT,y,y
sheain,ZeaN,fcheol,fSeol
cheedy,SEdy,oteey,otEy
dshody,dZody,qor,qr
olkol,olkol,eees,Ees
ped,ped,am,am
lshe,lZe,oar,oar
yshaim,yZaK,osal,osal
dcheedy,dSEdy,okeeshy,okEZy
shey,Zey,qokeey,qkEy
chckhy,SXy,okain,okaN
ychal,ySal,qokal,qkal
rchedy,rSedy,okeol,okeol
qokal,qkal,oty,oty
cthol,Qol,oraiin,oraM
qokchy,qkSy,qokeeor,qkEor
ykedaiin,ykedaM,ar,ar
peedy,pEdy,sheey,ZEy
otchey,otSey,or,or
chs,Ss,ar,ar
okain,okaN,aiiin,a3
okchees,okSEs,okeey,okEy
qokeedy,qkEdy,lkeeody,lkEody
solkl,solkl,sheedy,ZEdy
oteedy,otEdy,qotam,qtam
ofeo,ofeo,shody,Zody
chedy,Sedy,qo,q
qokeedy,qkEdy,oeeeody,oEeody
yeey,yEy,oteey,otEy
okeey,okEy,qokeedy,qkEdy
shdar,Zdar,okeey,okEy
oreeey,orEey,qokeedy,qkEdy
opes,opes,qoky,qky
otar,otar,am,am
chey,Sey,sain,saN
dar,dar,aiiin,a3
teeor,tEor,okey,okey
otain,otaN,daiin,daM
qokeey,qkEy,otal,otal
kes,kes,chear,Sear
chch,SS,okedy,okedy
olkeey,olkEy,okaiin,okaM
fcheeed,fSEed,cheeoldy,SEoldy
chckhy,SXy,saiin,saM
okeedy,okEdy,ol,ol
tshedam,tZedam,oaiin,oaM
okcham,okSam,okeeedy,okEedy
ykoiin,ykoM,cheaikhy,Seaikhy
cheod,Seod,pcheokeey,pSeokEy
qokeaiin,qkeaM,oeeeky,oEeky
saledal,saledal,qoteedy,qtEdy
qoky,qky,oeesaiin,oEsaM
otedy,otedy,oteor,oteor
daleeedy,dalEedy,opchdar,opSdar
oltaiin,oltaM,opary,opary
qokal,qkal,ocheor,oSeor
opsheeey,opZEey,okor,okor
ar,ar,aiiin,a3
qokshedy,qkZedy,otaiin,otaM
yshsaiin,yZsaM,okal,okal
dar,dar,okar,okar
dal,dal,otal,otal
lsheedy,lZEdy,kedy,kedy
qol,ql,chekaiiin,Seka3
dcheedaiin,dSEdaM,soaiin,soaM
olkain,olkaN,ar,ar
chctheeal,SQEal,iiin,3
qokedy,qkedy,okaiin,okaM
